date,elec_pro,elec,operating reserve,rate,industry,people,核一#1(萬瓩),核一#2(萬瓩),核二#1(萬瓩),核二#2(萬瓩),核三#1,核三#2,LK#1,LK#2,林口#3,TC#1,TC#2,台中#3,台中#4,台中#5,台中#6,台中#7,台中#8,台中#9,台中#10,XD#1,XD#2,興達#3,興達#4,DL#1,DL#2,HP#1,HP#2,ML#1,ML#2,麥寮#3,汽電共生,大潭 (#1-#6),通霄 (#1-#6),興達 (#1-#5),南部 (#1-#4),大林(#5-#6),海湖 (#1-#2),GG #1,XT#1,XC#1,XY#1,CH#1,豐德(#1-#2),協和 (#1-#4),氣渦輪,離島,德基,青山,谷關,天輪,馬鞍,萬大,大觀,鉅工,大觀二,明潭,碧海,立霧,龍澗,卓蘭,xl,其他小水力,風力發電,sun,holiday
20200315,28330,24837,3493,14.06,296.266,199.221,0,0,-0.1,98.7,94.7,94.5,75.8,76.1,75.9,42.8,0,0,33.7,43.6,42.7,30.3,31.2,32.7,33.3,27.2,0,31.5,0,76.2,0,56.4,56.5,38.4,36.6,0,52.2,414.4,251,134.9,75,35.7,46.1,49,0,0,55,0,0,26.7,0,11,4.6,5.6,2.9,2.9,1.5,1,2.7,1.1,37.2,76.5,0,1.1,3,4,0,22.8,11.5,0,2
20200316,32804,27984,4820,17.22,332.002,223.252,0,0,-0.1,98.7,94.6,94.4,76,76.3,76,52,0,0,49.8,30.8,30.1,42.7,31.2,44.8,28.5,26.9,0,30.3,0,76,0,59.8,60,38.5,36.7,57.1,78.2,391.8,247,132.1,89.9,56.1,84.7,45.1,60.1,46.1,46.9,66.4,96.9,26.7,0,11.2,0,1.2,3.1,3,1.9,0.9,4.1,1.2,15.1,33.8,0,1,1,2.4,0,16,4.1,0.5,0
20200317,32896,28753,4143,14.41,344.35,231.556,0,0,-0.1,98.8,94.6,94.4,75.8,76.1,75.9,43.5,0,0,40.7,38.9,30.2,42.8,31.2,47.3,33.4,27.3,0,30,0,76,0,60.1,60.1,38.5,36.7,57.2,70.8,397.4,234.9,141.6,90.2,82.2,90.5,48.6,60,51.8,54.2,66.5,103.7,26.8,1.9,8.3,0,3.5,3.2,3,1.6,0.4,2.8,1,14.6,45.4,0,0.9,1.2,1.7,0,13.8,10.7,0.4,0
20200318,33271,29118,4153,14.26,349.431,234.972,0,0,-0.1,98.7,94.7,94.4,75.5,75.9,75.9,37.9,0,0,50,53.8,52.4,43.2,43.3,42.5,48.1,27.3,0,30.3,0,76.3,0,59.8,60.2,38.5,36.6,57.2,69.3,392.6,249.4,169,87.1,69.5,79.2,39.2,60.2,45.1,54.1,66.5,104,26.7,3.8,11.1,2.8,2.6,3.2,3,1.7,0.3,2.9,1.1,15.8,16.3,0,0.9,2.9,1.7,0,22,4.8,0.3,0
20200319,32474,29389,3085,10.5,353.923,237.993,0,0,-0.1,98.7,94.7,94.4,75.7,76,75.9,37.9,0,0,49.6,53.8,52.3,52.6,52.6,52.2,51.5,26.8,0,30.2,0,76.1,0,59.2,60.1,38.5,36.8,57.2,70.8,379.4,251.7,150.5,85.8,28.6,92,49.1,60.2,51.7,54,68.9,102.5,50.6,7.3,11.2,3,2.2,3.2,3,1.7,2.1,2.4,0.9,15.5,29.1,0,0.9,1,1.8,0,23.1,1.2,0.4,0
20200320,32730,29030,3700,12.75,352.091,236.76,0,0,-0.1,98.7,94.6,94.4,75.5,75.9,56.7,42.4,0,0,50.2,53.8,37,39.1,39.7,46.1,38.2,27.2,0,30.2,0,76.2,0,60.2,60.2,38.5,36.8,57.2,70.1,377.4,253.9,141.8,85.1,29.9,92,48.1,60.3,51.5,53.6,68.6,99.6,28.2,0,11.2,0,1.1,3.2,3,1.6,0.4,4,1.5,14.9,35.9,0,0.9,1.1,2.1,0,12.1,34.8,62.4,0
20200321,29655,26635,3020,11.34,327.627,220.31,0,0,-0.1,98.6,94.5,94.3,75.8,76.1,75.9,28,0,0,45.9,23.9,23.5,23.7,23.9,29.4,23.5,27.2,0,30.2,0,76.1,0,59.6,60,38.5,36.9,57.2,45.9,376.2,230.5,190.3,92.2,24,45,0,60.3,50.3,45.8,66.4,99.1,28.4,0,11.3,3.5,3.5,3.2,3,1.7,0.3,4,1.6,18,84.1,0,0.9,1.8,2.3,0,17.5,1.2,0.5,2
20200322,29174,26088,3086,11.83,313.144,210.571,0,0,-0.1,98.8,94.6,94.4,75.6,75.9,75.8,34.6,0,0,40.6,38.9,37.7,38.4,38.5,42.7,33.4,27.1,0,30.2,0,76.1,0,57,57,38.5,36.8,57.1,46.6,368.2,226.8,176.3,94.3,30.9,0,48.5,0,51.1,53,0,102.4,28.6,0,10.8,3,2.2,3.2,3,1.6,0.3,3.5,1.3,21,64.2,0,0.9,2.1,2.5,0,17,17.3,0,2
20200323,33143,29372,3771,12.84,348.605,234.416,0,0,-0.1,98.6,94.5,94.4,75.7,76,76.1,42.4,0,0,49.7,37.8,39,36.1,36.3,44.9,38.7,27.2,0,30.2,0,76,0,59.3,60.1,38.5,36.8,56.2,87.6,360.9,227.8,175,86,37.8,93.1,48.9,64.8,51.3,49.6,68.9,98.7,28.7,0,11,0,1.2,3.2,3,1.6,0.8,3.9,1.2,15,33.5,0,0.9,0.8,2.1,0,8,57.2,66.6,0
20200324,33595,29470,4125,14,356.83,239.948,0,0,-0.1,98.7,94.6,94.3,75.7,76,76.1,42.4,0,0,49.5,33.8,32.9,33.3,33.9,42.5,43.2,27.2,0,30.8,0,76.1,0,59.4,60.1,38.5,36.8,57.2,79.1,355.4,235.3,173.2,95.1,79.7,92,48.8,60.2,51.3,52.6,67.1,101,28.7,0.2,11.4,3.1,4.2,3.2,3,1.6,0.8,3.1,1.3,17.9,45.4,0,0.8,1.1,0,0,11.7,42.4,45.2,0
20200325,33615,30038,3577,11.91,361.503,243.09,0,0,-0.1,98.7,94.5,94.3,75.7,76,76.1,39.8,0,0,49.2,33.6,32.9,33.3,33.9,45.7,46.1,27,0,31.1,0,76.1,0,58.9,60,38.5,36.8,57.1,85.3,365.5,246.1,186.4,90.2,99.3,92,48.3,60,49.2,53.2,68.7,99.4,28.6,0,10.8,3.1,1.9,3.2,3,1.7,0.8,4,1.7,15.5,61.5,0,0.8,1.1,1.7,0,11.5,2.9,70.7,0
20200326,34029,30842,3187,10.33,367.755,247.294,0,0,-0.1,98.6,94.5,94.2,0,75.7,76,28.8,0,0,49.8,50.6,49.2,46.7,46.9,49.1,50.1,28,0,38.3,0,76.1,0,60.2,60.1,56.9,55.8,57.1,84.1,362,237.7,202.7,95.1,99.3,91.5,47.4,60.2,50.2,52,68.9,80,36.5,7,10.8,3.2,4.5,3.2,3.1,1.6,0.8,3.3,1.3,38.9,65.9,0,0.8,1,2,0,14.1,3.8,85.6,0
20200327,34524,31260,3264,10.44,371.532,249.834,0,0,-0.1,98.4,94.3,94,0,75.8,75.9,41.7,0,0,49.4,53.6,52.3,48.9,53.2,49.5,51.2,27.5,0,30.9,0,76.1,0,59.3,59.6,46.9,46.1,57.1,85.3,363.1,238.8,197.9,95,99.3,92,48.4,60.2,50.3,52.3,68.9,90.8,30,0,11.7,0,1.7,3.2,3.1,1.7,0.3,3.7,1.4,14.7,59.1,0,0.8,1.9,0,0,7.5,9.6,165.2,0
20200328,29959,25893,4066,15.7,328.172,220.677,0,0,-0.1,98.4,94.5,94.2,0,76,76.1,42.2,0,0,0,43.6,43.6,43,43.3,47.4,48.2,25.1,0,30.6,0,76.1,0,58.7,60,38.5,36.8,57.1,63.5,357.9,221.4,199.4,90.4,35.7,40.3,0,60.2,45.2,0,0,89.3,26.5,0,11.4,3,2.5,2.8,2.7,1.3,0.4,0.5,0.1,15.2,62.5,0,0.9,0.8,2,0,21,66.6,0.8,2
20200329,28641,25152,3489,13.87,300.002,201.733,0,0,-0.1,98.4,94.6,94.3,0,75.7,75.9,42.5,0,0,0,47.7,40.2,47.8,39.1,47.4,48.1,25.2,0,30.5,0,75.8,0,55.5,55.5,38.4,36.9,57.2,62.8,360.8,221.1,190.1,88.2,78.1,0,49.3,0,0,54.5,0,52.4,26.7,0,11.4,3.1,3.2,3.1,2.9,1.4,0.3,0.3,0.2,34,68.7,0,0.8,2.9,2.9,0,18.9,21.2,0,2
20200330,32224,28716,3508,12.22,340.365,228.875,0,0,-0.1,98.2,94.2,94.1,0,76,76.1,37.4,0,0,0,53.5,51.2,47.9,39.1,48.7,43.2,25.3,2.8,29.1,0,76.1,0,59.6,59.9,38.5,36.9,57.1,91.2,332.4,238.4,201.5,89.7,95.6,92.7,48.4,41.9,48.5,50,68.9,100.1,26.9,0,11.2,3.7,3.8,3.1,3,1.7,0.8,3,1.1,17.7,66.2,0,0.8,2.5,1.8,0,6.6,22.6,34.1,0
20200331,32484,29162,3322,11.39,351.063,236.069,0,0,20.8,98,94.3,94.2,0,76.1,76.3,40.4,0,0,0,53.4,52.4,47.7,52.6,48.8,50.9,23,0,28.2,0,76.1,0,59.3,60,42.8,42.1,57.1,86.6,332.8,244.6,197.6,90.8,98.3,90.7,44.7,41.9,45.6,48.4,68.9,100.5,26.9,4.2,11.8,3.1,2.8,3.1,3,1.6,0.8,3.7,1.4,25.4,50.6,0,0.8,0.5,0,0,13.4,3,52.8,0
20200401,32373,28278,4095,14.48,348.37,236.209,0,0,68.7,98.2,94.5,94.4,0,76,76.1,42.6,0,0,0,53.4,52.2,47.7,52.8,44.4,51,47.5,28.4,52.1,0,76.1,0,59.2,57.4,38.5,36.7,57.2,64.3,314,238.1,168.1,88.8,74.6,41,45.7,41.9,0,46.5,66.4,96.6,13.7,0,11.4,1.5,1.9,3.1,3.1,1.6,0.8,0,0,14.6,31,0.6,0.8,0.5,1.7,0.2,6.8,66.4,53.8,0
20200402,29551,25443,4108,16.15,315.315,213.797,0,0,79.6,98.4,94.6,94.3,0,76.2,76.2,38.2,0,0,36.2,38.3,37.9,33.4,33.9,0,38,46,45.5,51.5,51.6,76.1,0,58.9,51.9,38.4,36.8,57.2,62.7,331.4,221.1,172.8,79.5,35.7,45.9,0,41.9,0,0,0,52.5,13.9,0,11.1,1.3,1.9,2.9,2.8,1.9,0.9,0,0,30.2,63.6,0.6,0.9,0.7,3.8,0.2,21.1,34.6,0.3,2
20200403,28869,25120,3749,14.92,305.355,207.044,0,0,85.9,98.3,94.5,94.2,0,76,76.2,37.7,0,0,34,53.5,51.9,47.9,52.2,0,47.8,47.3,47.4,51.7,51.9,75.9,0,55.6,0,38.5,0,54.3,62.8,334.4,223.4,149.1,69.3,56.3,39.5,0,0,0,45.9,0,44.7,13.8,0,10.9,0.9,2,3,2.8,1.5,0.3,0,0,15.4,48.4,0.6,0.8,1.2,1.7,0.3,22.8,50.1,0.3,2
20200404,28652,24238,4414,18.21,294.588,199.742,0,0,98.1,98.4,94.5,94.3,0,76,76.1,42.7,0,0,49.4,45.7,44.9,43,44,0,42.9,41,37.9,37.4,37.2,76.1,0,55.6,0,37.8,0,42.5,48.8,330.9,206.7,116.7,73.8,35.7,45.9,0,0,0,54.8,0,52.3,13.9,0,10.7,2.9,2.4,3.1,3,1.4,0.3,0,0,19.2,60,0.6,0.8,2,4,0.2,22.8,62.6,0.7,2
20200405,28596,24347,4249,17.45,290.51,196.978,0,0,98.6,98.7,94.6,94.3,0,76,76.2,37.7,0,0,50,38.9,37.7,38.2,38.6,0,38.1,33.1,32.8,42.3,42.5,76.1,0,55.1,0,33.5,0,52.3,53.2,330.9,225.2,169.5,67.4,35.6,0,48.6,0,0,0,0,53,13.8,0,10.6,3.2,3.4,3,3,1.5,0.4,0,0,41.1,98.9,0.6,0.8,3,1.8,0.4,19.5,37.8,0,2
20200406,32300,28246,4054,14.35,333.331,226.012,0,0,98.7,98.8,94.5,78.2,0,76.1,76.2,43.1,0,0,35.2,53.9,51.8,47.8,48.3,0,47.9,40.4,37.1,43.5,43.7,76,0,54.1,59,38.4,36.9,56.2,73.2,329,236.4,183.1,75.4,35.6,92,49,41.9,52.6,54.8,68.9,52.7,14.1,1.7,11.1,3,2.5,2.9,2.8,1.4,0.4,0,0,15.1,31.5,0.6,0.8,3,1.7,0.2,19.8,13.8,0.2,0
20200407,32145,28108,4037,14.36,342.3,232.094,0,0,98.7,98.8,94.5,0,0,76.1,76.2,43.1,0,0,45.4,53.8,42.9,47.8,48.3,37.8,0,40,42.8,46.9,47.4,75.9,0,60,60.1,38.4,36.8,57.2,68,357,222.2,153.9,76.4,35.6,83.4,45.4,41.9,47.9,45.6,66.4,94.2,14.1,3.7,11.7,0,1.2,2.9,2.8,1.6,1.5,0.4,0,16.3,47.9,0.6,1.4,2.1,4,0,23.9,43.9,0.9,0
20200408,31610,28246,3364,11.91,344.186,233.372,0,0,98.8,98.8,94.6,0,0,76.1,76.1,43.1,0,0,40.7,53.8,51.7,47.9,52.7,0,0,41.2,40.7,44.5,44.1,75.7,0,56.8,60.1,38.4,36.8,57.1,70.4,352,218.7,181.7,63,89.2,92,49.1,41.9,52.1,53.9,68.9,103.6,14.2,4.1,10,0,1.2,2.8,2.9,1.5,1,0.2,0,14.2,29.9,0.6,1,2.2,1.7,0,23,26.2,0.6,0
20200409,31963,28285,3678,13,346.024,234.618,0,0,98.7,98.8,94.5,0,0,76,76.1,43.1,0,0,40.8,48.7,42.9,44.5,45.7,0,46,33.5,37.8,39.6,39.5,76.1,0,56.7,60,38.5,36.8,57.1,65,307.4,228.5,178.7,75.6,96,91.6,48.6,41.9,51.5,53.4,67.9,102.9,14.2,0,10.9,0,1.8,2.9,2.9,1.3,2.1,0,0.1,14.8,30.7,0.6,0.9,2.5,1.8,0.2,18,55.1,1.2,0
20200410,33120,28470,4650,16.33,347.088,235.34,0,0,98.7,98.7,94.4,0,0,75.9,76,42.1,0,0,50.4,45.8,39.5,44.5,45.6,0,46,33.2,37.8,39.4,39.4,76.1,0,60.1,60,38.5,36.8,57.2,65.8,366.6,223.3,183.1,85.7,61.5,88.2,39.2,42,49.1,45.5,66.5,79.6,14.1,0,11,1.9,1.8,3,3,1.5,2.1,3.2,1.4,15,30.8,0.6,0.9,1.2,1.7,0,7.3,14.6,78.5,0
20200411,28931,25752,3179,12.34,321.178,217.772,0,0,98.6,98.7,94.3,0,0,76,76,42.2,0,0,49.9,53.7,0,51.8,33.2,0,53.1,48.1,46.7,51.9,52.1,76.1,0,0,55.4,38.4,36.8,57.1,44.8,297.1,222.3,163.2,71.8,81,90.6,0,41.9,51.4,0,66.4,102.4,14.2,0,10.3,2.9,6.4,3,3,1.5,0.9,2.3,0.9,14.5,46.5,0.6,0.9,1.6,1.7,0,16.1,1.5,0.3,2
20200412,27413,24604,2809,11.42,297.981,202.044,0,0,98.5,98.7,94.4,0,0,76.1,76,42.6,0,0,49.8,53.5,7.2,52.2,33.2,0,53,47.9,47.5,52.2,52,76.1,0,0,55.6,38.4,36.9,57.1,48.2,332.9,230.5,194,77.2,36.6,45.9,49.5,0,52.9,0,0,0,14,0,10.4,0,1.4,2.6,2.6,1.2,1.2,1.6,0.5,30.4,63,0.6,1,2,2.1,0,13.8,23.5,0,2
20200413,30942,27614,3328,12.05,327.459,222.03,0,0,98.4,98.5,94.6,0,0,76.1,76.2,43,0,0,50.1,53.6,51.9,52.1,0,0,53.1,42.9,42.8,47.2,47.2,76.4,0,0,20,38.4,50.3,57.2,63.4,353.3,213.1,190.9,79.9,37,92,41.6,42,45.9,46.6,66.4,92,14.2,1,10.9,3.1,2.3,2.9,2.9,1.6,0.5,3.3,1.2,27.2,56.5,0.6,1,2.6,1.8,0,10.3,46.9,1.5,0
20200414,31447,27884,3563,12.78,340.571,230.921,0,0,98.5,98.7,94.6,0,0,76,76.2,44.5,0,0,49.9,53.7,47,51.7,0,0,53.1,39.9,36.6,47,47.2,76.1,0,59.4,60,38.4,36.8,57.2,62.6,352.7,233.9,193.5,72,39.3,92.7,48.7,42.4,0,54.3,68.6,102.8,14.3,0,10.7,3,1.7,3,3,1.6,0.5,3,1.3,14.4,43.2,0.6,0.9,1,0,0,5.8,0.7,52,0
20200415,31679,28182,3497,12.41,342.101,231.959,0,0,98.5,98.7,94.3,0,0,76,76.1,44.8,0,0,49.8,53.6,51.9,51.8,0,0,53.1,33.2,32.9,42.6,42.3,76.1,0,59.9,60.2,38.5,36.8,57.1,65.4,352,224.8,180.4,79.1,41.7,85.2,32.1,60,45.7,53.6,66.4,66.9,14.2,0,10.8,3.1,2.1,3,3,1.6,2.3,3.2,1,16.7,34.8,0.6,0.8,1.9,0,0,6.2,2.6,95.9,0
20200416,31672,28528,3144,11.02,344.561,233.626,0,0,98.5,50.8,94.5,0,0,75.9,75.9,47.5,0,0,49.9,48.5,47.8,47.5,43.3,0,38.3,0,46.8,52,52,76.1,0,59.8,60.2,38.5,36.8,57.1,68.1,368.5,235.7,169,76,54.4,91.7,48.5,60,32.9,53.2,66.4,100.4,14.3,0,11,3,2.5,3.1,3,1.4,2.2,3.9,1.3,15.5,34.6,0.6,0.9,0.8,0,0,5,0.8,97.7,0
20200417,32599,28990,3609,12.45,348.86,236.541,0,0,98.4,53.6,94.4,0,0,76,75.8,45.2,0,0,49.8,51.5,52.1,43.1,48.3,0,51.7,28.5,47.7,52,52,76.1,0,59.8,60.1,38.4,36.8,57.2,64.5,342.6,244.2,191.4,79.5,57.8,86.6,43.1,60,42.2,53.2,67.6,97.6,14.2,0,11.2,3,1.3,3.1,3,1.5,2.3,3.8,1.5,14.6,31,0.6,0.8,1,1.7,0,6.6,1.7,94.9,0
20200418,30146,26657,3489,13.09,327.975,222.38,0,0,98.3,85.7,94.3,0,0,75.8,75.9,42.6,0,0,47.4,48.6,48,47.2,48.9,0,48.1,40.2,43.9,50.7,52.1,75.9,0,60,60,38.5,36.9,57.2,48.4,347.6,212.6,194,81.3,47.4,46.1,0,60,50.7,0,66.4,50.2,14.3,0,11.2,3,4,3.5,3.4,1.8,0.9,3.1,1.3,28.8,63,0.6,0.9,1.5,3.9,0,9.9,1,0,2
20200419,29546,26518,3028,11.42,318.258,215.792,0,0,98.4,98.6,94.2,0,0,76,75.8,42.6,0,0,0,52.5,52,47.2,52.9,47.4,53,47.6,43,50.8,52.1,75.9,0,55.6,55.5,38.4,33.4,55.7,47.2,345.5,230.5,205.3,80.9,81.9,46,48.1,0,0,52.4,0,0,14.7,0,11.2,3.1,6.2,3.4,3.3,1.8,0.9,2.8,1.3,28.7,68.1,0.5,0.9,2.2,4,0,9.8,23,0,2
